,Unnamed: 0,SALE PRICE,latitude,longitude,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,TAX CLASS = 1,TAX CLASS = 2,RESIDENTIAL,One Family Dwellings,Two Family Dwellings,Walk Up Apartments,Elevator Apartments,Condominiums,MIXED_USE,COMMERCIAL_BUILDINGS,INDUSTRIAL_BUILDINGS,VACANT_LOTS,CIVIC_USE,GOVERNMENT_BLDG,Apt Floor_mv,Apt Floor STAN,LAND SQUARE FEET_mv,LAND SQUARE FEET STAN,BUILD_YEAR(1800-1900),BUILD_YEAR(1900-2000),BUILD_YEAR(2000-2019)
3599,3599,532000,40.8194677,-73.93929778,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,0,0
3600,3600,972500,40.82406029999999,-73.93913020000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,0,0
3601,3601,975000,40.82406029999999,-73.93913020000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,0,0
3602,3602,613000,40.82420995,-73.93978186,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,1,0
3603,3603,825000,40.82420995,-73.93978186,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.06818181818181818,1,0.01509227413629082,0,1,0
3604,3604,825000,40.8188162,-73.94497940000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,0,1
3605,3605,60000,40.8190247,-73.9449296,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,1,0,0
3606,3606,880000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,0,1
3607,3607,845000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,0,1
3608,3608,899000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,0,1
3609,3609,999000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,0,1
3610,3610,823000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.045454545454545456,1,0.01509227413629082,0,0,1
3611,3611,740000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.045454545454545456,1,0.01509227413629082,0,0,1
3612,3612,872000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,0,1
3613,3613,615000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.06818181818181818,1,0.01509227413629082,0,0,1
3614,3614,788000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,1
3615,3615,870000,40.8235514,-73.9425114,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,1,0.01509227413629082,0,0,1
3616,3616,800000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,1,0
3617,3617,490000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,1,0
3618,3618,485000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,1,0
3619,3619,486815,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,1,0
3620,3620,499000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,1,0
3621,3621,519000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.045454545454545456,1,0.01509227413629082,0,1,0
3622,3622,524398,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,1,0
3623,3623,514216,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,1,0
3624,3624,525000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.06818181818181818,1,0.01509227413629082,0,1,0
3625,3625,474000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.06818181818181818,1,0.01509227413629082,0,1,0
3626,3626,503958,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.06818181818181818,1,0.01509227413629082,0,1,0
3627,3627,501930,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.06818181818181818,1,0.01509227413629082,0,1,0
3628,3628,525000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,1,0
3629,3629,515000,40.826389,-73.940265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,1,0
3630,3630,26500000,40.80701675,-73.94429884,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.0067057204243319455,0,1,0
3631,3631,4150000,40.8127143,-73.9445021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.0017037061904122464,0,1,0
3632,3632,1854450,40.81504695,-73.94433702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.003625621055458574,0,1,0
3633,3633,963987,40.81142835,-73.95355783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.002850700505796518,0,1,0
3634,3634,963987,40.81142835,-73.95355783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.002850700505796518,0,1,0
3635,3635,1910450,40.81145479999999,-73.95362074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.002850700505796518,0,1,0
3636,3636,1904950,40.81140170000001,-73.95349443,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.002850700505796518,0,1,0
3637,3637,6600000,40.8190279,-73.94439179999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.0104236605344434,0,1,0
3638,3638,886000,40.80290415,-73.94622017,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,0
3639,3639,993994,40.8044918,-73.94594120000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3640,3640,1185000,40.80877785,-73.94238359,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,1
3641,3641,1125000,40.8030963,-73.94964209,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3642,3642,1445000,40.80305120000001,-73.94959139,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,0
3643,3643,1470000,40.8037575,-73.94918179,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,0,0
3644,3644,999000,40.80691615,-73.94800407,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,0
3645,3645,1476462,40.8061095,-73.94935840000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3646,3646,1850000,40.80716905,-73.94766054,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,1
3647,3647,875000,40.81275585,-73.94312605,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3648,3648,1385000,40.8080921,-73.95170107,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,1
3649,3649,1995000,40.8054567,-73.95623844,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3650,3650,380000,40.824267,-73.93886587,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,0,1
3651,3651,268000,40.824267,-73.93886587,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.045454545454545456,1,0.01509227413629082,0,0,1
3652,3652,754000,40.8213119,-73.944561,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,1,0
3653,3653,780000,40.8213119,-73.944561,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.045454545454545456,1,0.01509227413629082,0,1,0
3654,3654,805321,40.82061935,-73.94561519,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,1
3655,3655,1567000,40.8213119,-73.944561,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3656,3656,442500,40.8021902,-73.95139990000001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.10227272727272728,1,0.01509227413629082,0,0,1
3657,3657,345000,40.8021902,-73.95139990000001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,1
3658,3658,393000,40.8021902,-73.95139990000001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,0,1
3659,3659,500000,40.8021902,-73.95139990000001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,1
3660,3660,415000,40.80153775,-73.94341714,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,0,1
3661,3661,425000,40.80153775,-73.94341714,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,0,1
3662,3662,515000,40.8016338,-73.9438303,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,1,0.01509227413629082,0,0,1
3663,3663,725000,40.8073355,-73.953365,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,1,0.01509227413629082,0,0,0
3664,3664,725000,40.809281,-73.95541300000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.13636363636363635,1,0.01509227413629082,0,0,1
3665,3665,820000,40.809281,-73.95541300000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,1
3666,3666,985000,40.809281,-73.95541300000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,1,0.01509227413629082,0,0,1
3667,3667,721500,40.809281,-73.95541300000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,1
3668,3668,500000,40.82428814,-73.93917196,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,0,1
3669,3669,635000,40.82446525,-73.93932417,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,1,0
3670,3670,615000,40.82546456,-73.94116456,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,1
3671,3671,579000,40.82546456,-73.94116456,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,1,0.01509227413629082,0,0,1
3672,3672,1125000,40.82546456,-73.94116456,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,1
3673,3673,907500,40.82546456,-73.94116456,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.125,1,0.01509227413629082,0,0,1
3674,3674,982500,40.82546456,-73.94116456,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.11363636363636363,1,0.01509227413629082,0,0,1
3675,3675,1175000,40.82546456,-73.94116456,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,1
3676,3676,600000,40.8232399,-73.94361835,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,0,0
3677,3677,631000,40.8232399,-73.94361835,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,0
3678,3678,19450000,40.8076644,-73.94476359999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.014768251197350164,0,1,0
3679,3679,4550000,40.80530495,-73.93804415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.005648247616489862,0,1,0
3680,3680,6283636,40.82113833,-73.93956356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.012625330110559062,0,1,0
3681,3681,2350000,40.827768,-73.935678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.01397095027080256,0,1,0
3682,3682,17000000,40.80464129999999,-73.93888777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.01771127075779956,0,1,0
3683,3683,1975000,40.7998429,-73.93986245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0.005718186294257195,0,1,0
3684,3684,400000,40.8266329,-73.9352439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0.0039053757665279084,0,0,0
3685,3685,48600000,40.8079287,-73.9531304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0.01509227413629082,0,0,0
3686,3686,1556200,40.80267720000001,-73.94663841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.013106508213598317,0,0,0
3687,3687,1500000,40.8081978,-73.9399525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.004064835951837429,0,0,0
3688,3688,1100000,40.80910075,-73.95397425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.002017031466809901,0,0,0
3689,3689,3828000,40.8171716,-73.94194658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.005928002327559196,0,0,0
3690,3690,10500000,40.8211122,-73.93685889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0.0475778837115617,0,0,0
3691,3691,25000000,40.8150164,-73.9375442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.0475778837115617,0,1,0
3692,3692,1639380,40.80778839999999,-73.9389635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.02940501768049774,0,1,0
3693,3693,6722784,40.80078815,-73.94755042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.018421847723915672,0,1,0
3694,3694,1000000,40.8032244,-73.94802285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.004305425003357057,0,1,0
3695,3695,2625000,40.806471,-73.948165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.0028562956000179043,0,1,0
3696,3696,2140000,40.81167195,-73.9434222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.0033178908732823063,0,1,0
3697,3697,5100000,40.82358660000001,-73.94607370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.003136050311087239,0,1,0
3698,3698,6706197,40.80159371,-73.95057671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.026892820375095116,0,1,0
3699,3699,1235164,40.80714055,-73.94662789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0.006423168166151918,0,1,0
3704,3704,4800000,40.78925035,-73.94945946,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0034829461528132133,1,0,0
3705,3705,3500000,40.7893813,-73.94977085,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.003178013517747639,1,0,0
3706,3706,375000,40.79663795,-73.93635706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.003365449174164093,1,0,0
3707,3707,1400000,40.7997906,-73.94256379999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0.001535853363770646,0,1,0
3708,3708,2300000,40.80049555,-73.94342322,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0045879772615370846,0,0,1
3709,3709,2200000,40.7975952,-73.93153790000002,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0035249093594736138,0,1,0
3710,3710,1980000,40.796215,-73.93138645,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.003365449174164093,1,0,0
3711,3711,2900000,40.799698,-73.94572976,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.005718186294257195,0,1,0
3712,3712,5400000,40.799407,-73.9438654,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.015599122689226086,0,1,0
3713,3713,5000000,40.79161660000001,-73.94657109999999,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.004243878966921803,0,1,0
3714,3714,3050000,40.792055100000006,-73.9462231,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0031864061590797187,0,1,0
3715,3715,6107253,40.79368665,-73.94394896,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.012776397654536503,0,1,0
3716,3716,2300000,40.79671875,-73.93650395,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.003365449174164093,0,1,0
3717,3717,3000000,40.7978908,-73.93437214,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0049544559330379125,0,1,0
3718,3718,1950000,40.7989982,-73.93501845,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.004048050669173269,0,1,0
3719,3719,2425000,40.7965006,-73.93107612,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.004305425003357057,0,1,0
3720,3720,57000000,40.7971849,-73.94712129999998,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0.151109507184101,0,1,0
3721,3721,25450000,40.78582171,-73.95059829,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0.02519750682601495,0,1,0
3722,3722,7050000,40.786982,-73.949752,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0.005718186294257195,0,0,1
3723,3723,14250000,40.79093671,-73.94340118,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0.012776397654536503,0,0,1
3724,3724,5499827,40.78833695,-73.94255634,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0.08335291616310819,0,1,0
3725,3725,250000,40.78601665,-73.94964915,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3726,3726,150000,40.78605235,-73.94973440000003,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3727,3727,90000,40.78713070000001,-73.95127059,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3728,3728,380000,40.7874325,-73.95114152,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,1,0
3729,3729,4000000,40.78749125,-73.95121535,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.005718186294257195,0,1,0
3730,3730,165000,40.7898455,-73.9482655,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,1,0
3731,3731,160640,40.79604995,-73.93275411,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,1,0
3732,3732,182000,40.80297895,-73.93563284,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,1,0
3733,3733,230000,40.79736695,-73.93322451,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,0.01509227413629082,0,1,0
3734,3734,951000,40.799540500000006,-73.94027765,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.07954545454545454,1,0.01509227413629082,0,0,1
3735,3735,100000,40.789541,-73.94728329,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.011363636363636364,1,0.01509227413629082,0,0,0
3736,3736,383000,40.789541,-73.94728329,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,1,0
3737,3737,523000,40.7907583,-73.9463528,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,1,0
3738,3738,330000,40.7933515,-73.94068990000002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.056818181818181816,1,0.01509227413629082,0,0,0
3739,3739,495000,40.78798855,-73.94858051,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,0,1
3740,3740,662626,40.7874611,-73.9480191,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.022727272727272728,1,0.01509227413629082,0,0,1
3741,3741,818418,40.7874611,-73.9480191,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.03409090909090909,1,0.01509227413629082,0,0,1
